year,name,team,avg,game,pa,ab,run,hit,b2,b3,hr,tb,rbi,sac,sf,bb,ibb,hbp,so,gdp,slg,obp,ops,mh,risp,xbh,go,ao,goao,gw,bbk,isop,xr,gpa,posi,era,w,l,wpct,ip,ph,phr,pbb,phbp,pso,r,er,whip,qs,tbf,np,pavg,pb2,pb3,id,odds,rank
2015,정훈,롯데,0.3,135,562.0,486.0,85.0,146.0,27.0,2.0,9.0,204.0,62.0,7.0,3.0,52.0,2.0,14.0,102.0,14.0,0.42,0.382,0.802,40.0,0.295,38.0,128.0,113.0,1.13,2.0,0.51,4.04,0.11900000000000001,76.5,1,,,,,,,,,,,,,,,,,,,,t1506,0.462,8
2015,황재균,롯데,0.29,144,596.0,534.0,95.0,155.0,41.0,2.0,26.0,278.0,97.0,4.0,6.0,48.0,1.0,4.0,122.0,14.0,0.521,0.35,0.871,43.0,0.242,69.0,109.0,154.0,0.71,7.0,0.39,3.71,0.23,90.5,1,,,,,,,,,,,,,,,,,,,,t1506,0.462,8
2015,린드블럼,롯데,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.56,13.0,11.0,0.542,2.0,196.0,28.0,52.0,,180.0,86.0,83.0,1.18,23.0,861.0,3329.0,0.25,32.0,3.0,t1506,0.462,8
2015,레일리,롯데,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.91,11.0,9.0,0.55,1.0,182.0,20.0,57.0,,134.0,93.0,78.0,1.33,19.0,768.0,2909.0,0.267,27.0,2.0,t1506,0.462,8
2015,이명기,SK,0.315,137,582.0,521.0,88.0,164.0,30.0,2.0,3.0,207.0,35.0,11.0,4.0,35.0,0.0,11.0,86.0,7.0,0.397,0.368,0.765,45.0,0.28800000000000003,35.0,177.0,98.0,1.81,1.0,0.41,3.87,0.083,75.4,1,,,,,,,,,,,,,,,,,,,,t1509,0.486,5
2015,김성현,SK,0.297,129,449.0,397.0,49.0,118.0,20.0,0.0,8.0,162.0,48.0,12.0,2.0,31.0,0.0,7.0,42.0,14.0,0.408,0.35700000000000004,0.765,34.0,0.324,28.0,121.0,118.0,1.03,5.0,0.74,3.49,0.111,53.3,1,,,,,,,,,,,,,,,,,,,,t1509,0.486,5
2015,이재원,SK,0.282,140,559.0,489.0,58.0,138.0,18.0,1.0,17.0,209.0,100.0,0.0,5.0,54.0,5.0,11.0,85.0,22.0,0.42700000000000005,0.363,0.79,37.0,0.319,36.0,115.0,156.0,0.74,11.0,0.64,3.66,0.145,71.8,1,,,,,,,,,,,,,,,,,,,,t1509,0.486,5
2015,박정권,SK,0.281,124,494.0,438.0,66.0,123.0,23.0,0.0,21.0,209.0,70.0,4.0,2.0,46.0,1.0,4.0,119.0,9.0,0.47700000000000004,0.353,0.83,33.0,0.261,44.0,96.0,102.0,0.94,5.0,0.39,4.02,0.196,71.1,1,,,,,,,,,,,,,,,,,,,,t1509,0.486,5
2015,브라운,SK,0.261,137,539.0,464.0,82.0,121.0,21.0,2.0,28.0,230.0,76.0,0.0,2.0,66.0,4.0,7.0,127.0,12.0,0.496,0.36,0.856,31.0,0.23199999999999998,51.0,116.0,102.0,1.14,9.0,0.52,3.98,0.235,81.7,1,,,,,,,,,,,,,,,,,,,,t1509,0.486,5
2015,김광현,SK,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.72,14.0,6.0,0.7,1.0,173.0,19.0,66.0,,160.0,86.0,73.0,1.35,16.0,754.0,2896.0,0.257,33.0,0.0,t1509,0.486,5
2015,켈리,SK,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.13,11.0,10.0,0.524,1.0,188.0,16.0,54.0,,139.0,87.0,83.0,1.34,17.0,775.0,2878.0,0.27,28.0,1.0,t1509,0.486,5
2016,나성범,NC,0.309,144,653.0,572.0,116.0,177.0,37.0,2.0,22.0,284.0,113.0,1.0,4.0,67.0,2.0,9.0,136.0,4.0,0.49700000000000005,0.38799999999999996,0.885,56.0,0.32,61.0,132.0,131.0,1.01,15.0,0.49,3.79,0.187,107.4,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,나성범,NC,0.309,144,653.0,572.0,116.0,177.0,37.0,2.0,22.0,284.0,113.0,1.0,4.0,67.0,2.0,9.0,136.0,4.0,0.49700000000000005,0.38799999999999996,0.885,56.0,0.32,61.0,132.0,131.0,1.01,15.0,0.49,3.79,0.187,107.4,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,박석민,NC,0.307,126,506.0,427.0,77.0,131.0,20.0,0.0,32.0,247.0,104.0,2.0,4.0,56.0,2.0,16.0,95.0,18.0,0.578,0.40399999999999997,0.982,39.0,0.354,52.0,98.0,107.0,0.92,9.0,0.59,4.14,0.272,92.1,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,박석민,NC,0.307,126,506.0,427.0,77.0,131.0,20.0,0.0,32.0,247.0,104.0,2.0,4.0,56.0,2.0,16.0,95.0,18.0,0.578,0.40399999999999997,0.982,39.0,0.354,52.0,98.0,107.0,0.92,9.0,0.59,4.14,0.272,92.1,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,이종욱,NC,0.305,134,517.0,453.0,73.0,138.0,24.0,4.0,5.0,185.0,57.0,4.0,5.0,54.0,0.0,1.0,73.0,11.0,0.408,0.376,0.784,40.0,0.315,33.0,124.0,123.0,1.01,3.0,0.74,4.2,0.10400000000000001,70.6,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,이종욱,NC,0.305,134,517.0,453.0,73.0,138.0,24.0,4.0,5.0,185.0,57.0,4.0,5.0,54.0,0.0,1.0,73.0,11.0,0.408,0.376,0.784,40.0,0.315,33.0,124.0,123.0,1.01,3.0,0.74,4.2,0.10400000000000001,70.6,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,이호준,NC,0.298,119,472.0,399.0,46.0,119.0,20.0,0.0,21.0,202.0,87.0,2.0,4.0,65.0,6.0,2.0,78.0,11.0,0.506,0.396,0.902,33.0,0.342,41.0,114.0,92.0,1.24,12.0,0.83,4.14,0.20800000000000002,77.4,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,이호준,NC,0.298,119,472.0,399.0,46.0,119.0,20.0,0.0,21.0,202.0,87.0,2.0,4.0,65.0,6.0,2.0,78.0,11.0,0.506,0.396,0.902,33.0,0.342,41.0,114.0,92.0,1.24,12.0,0.83,4.14,0.20800000000000002,77.4,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,스튜어트,NC,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.56,12.0,8.0,0.6,1.0,160.0,11.0,55.0,,118.0,79.0,76.0,1.43,12.0,653.0,2489.0,0.27699999999999997,20.0,0.0,t1601,0.589,2
2016,이택근,넥센,0.309,127,460.0,398.0,64.0,123.0,19.0,1.0,8.0,168.0,65.0,0.0,6.0,53.0,1.0,3.0,56.0,11.0,0.42200000000000004,0.389,0.8109999999999999,32.0,0.345,28.0,116.0,109.0,1.06,8.0,0.95,3.86,0.113,65.6,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
