연도,선수이름,팀,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,팀아이디,선수아이디,팀승률,팀순위
2015,박정권,9,0.281,124,494,438,66,123,23,0,21,209,70,4,2,46,1,4,119,9,0.477,0.353,0.83,33,0.261,44,96,102,0.94,5,0.39,4.02,0.196,71.1,t1509,40,0.486,5
2015,브라운,9,0.261,137,539,464,82,121,21,2,28,230,76,0,2,66,4,7,127,12,0.496,0.36,0.856,31,0.232,51,116,102,1.14,9,0.52,3.98,0.235,81.7,t1509,49,0.486,5
2016,나성범,1,0.309,144,653,572,116,177,37,2,22,284,113,1,4,67,2,9,136,4,0.4970000000000001,0.388,0.885,56,0.32,61,132,131,1.01,15,0.49,3.79,0.187,107.4,t1601,52,0.589,2
2016,박석민,1,0.307,126,506,427,77,131,20,0,32,247,104,2,4,56,2,16,95,18,0.578,0.404,0.982,39,0.354,52,98,107,0.92,9,0.59,4.14,0.272,92.1,t1601,57,0.589,2
2016,이종욱,1,0.305,134,517,453,73,138,24,4,5,185,57,4,5,54,0,1,73,11,0.408,0.376,0.784,40,0.315,33,124,123,1.01,3,0.74,4.2,0.104,70.6,t1601,59,0.589,2
2016,이호준,1,0.298,119,472,399,46,119,20,0,21,202,87,2,4,65,6,2,78,11,0.506,0.396,0.902,33,0.342,41,114,92,1.24,12,0.83,4.14,0.208,77.4,t1601,62,0.589,2
2016,나성범,1,0.309,144,653,572,116,177,37,2,22,284,113,1,4,67,2,9,136,4,0.4970000000000001,0.388,0.885,56,0.32,61,132,131,1.01,15,0.49,3.79,0.187,107.4,t1601,77,0.589,2
2016,박석민,1,0.307,126,506,427,77,131,20,0,32,247,104,2,4,56,2,16,95,18,0.578,0.404,0.982,39,0.354,52,98,107,0.92,9,0.59,4.14,0.272,92.1,t1601,82,0.589,2
2016,이종욱,1,0.305,134,517,453,73,138,24,4,5,185,57,4,5,54,0,1,73,11,0.408,0.376,0.784,40,0.315,33,124,123,1.01,3,0.74,4.2,0.104,70.6,t1601,84,0.589,2
2016,이호준,1,0.298,119,472,399,46,119,20,0,21,202,87,2,4,65,6,2,78,11,0.506,0.396,0.902,33,0.342,41,114,92,1.24,12,0.83,4.14,0.208,77.4,t1601,87,0.589,2
2016,이택근,2,0.309,127,460,398,64,123,19,1,8,168,65,0,6,53,1,3,56,11,0.422,0.389,0.8109999999999999,32,0.345,28,116,109,1.06,8,0.95,3.86,0.113,65.6,t1602,53,0.5379999999999999,3
2016,김민성,2,0.306,141,579,510,76,156,39,5,17,256,90,1,12,53,3,3,89,15,0.502,0.3670000000000001,0.8690000000000001,47,0.298,61,112,165,0.68,3,0.6,4.18,0.196,90.1,t1602,58,0.5379999999999999,3
2016,대니돈,2,0.295,129,497,417,65,123,33,1,16,206,70,1,4,70,4,5,72,8,0.494,0.399,0.893,34,0.297,50,83,143,0.58,7,0.97,3.91,0.199,81.2,t1602,63,0.5379999999999999,3
2016,김하성,2,0.281,144,599,526,92,148,29,7,20,251,84,2,5,60,2,6,80,7,0.477,0.358,0.835,36,0.315,56,103,200,0.52,4,0.75,4.12,0.196,90.1,t1602,70,0.5379999999999999,3
2016,박동원,2,0.248,127,454,411,44,102,25,1,14,171,70,6,3,27,0,7,93,18,0.416,0.304,0.72,26,0.25,40,117,102,1.15,8,0.29,3.65,0.168,48.1,t1602,76,0.5379999999999999,3
2016,이택근,2,0.309,127,460,398,64,123,19,1,8,168,65,0,6,53,1,3,56,11,0.422,0.389,0.8109999999999999,32,0.345,28,116,109,1.06,8,0.95,3.86,0.113,65.6,t1602,78,0.5379999999999999,3
2016,김민성,2,0.306,141,579,510,76,156,39,5,17,256,90,1,12,53,3,3,89,15,0.502,0.3670000000000001,0.8690000000000001,47,0.298,61,112,165,0.68,3,0.6,4.18,0.196,90.1,t1602,83,0.5379999999999999,3
2016,대니돈,2,0.295,129,497,417,65,123,33,1,16,206,70,1,4,70,4,5,72,8,0.494,0.399,0.893,34,0.297,50,83,143,0.58,7,0.97,3.91,0.199,81.2,t1602,88,0.5379999999999999,3
2016,김하성,2,0.281,144,599,526,92,148,29,7,20,251,84,2,5,60,2,6,80,7,0.477,0.358,0.835,36,0.315,56,103,200,0.52,4,0.75,4.12,0.196,90.1,t1602,95,0.5379999999999999,3
2016,박동원,2,0.248,127,454,411,44,102,25,1,14,171,70,6,3,27,0,7,93,18,0.416,0.304,0.72,26,0.25,40,117,102,1.15,8,0.29,3.65,0.168,48.1,t1602,101,0.5379999999999999,3
2016,나지완,5,0.308,118,486,380,84,117,21,2,25,217,90,0,4,85,1,17,90,8,0.5710000000000001,0.451,1.022,32,0.304,48,62,115,0.54,8,0.94,4.18,0.263,96.5,t1605,54,0.49,5
2016,서동욱,5,0.292,124,485,411,73,120,30,3,16,204,67,6,3,60,1,5,108,8,0.496,0.386,0.882,31,0.308,49,84,102,0.82,6,0.56,4.08,0.204,76.9,t1605,64,0.49,5
2016,김호령,5,0.267,124,514,453,72,121,18,3,8,169,41,13,2,36,0,10,104,7,0.373,0.333,0.706,32,0.221,29,114,116,0.98,1,0.35,3.85,0.106,57.4,t1605,75,0.49,5
2016,나지완,5,0.308,118,486,380,84,117,21,2,25,217,90,0,4,85,1,17,90,8,0.5710000000000001,0.451,1.022,32,0.304,48,62,115,0.54,8,0.94,4.18,0.263,96.5,t1605,79,0.49,5
2016,서동욱,5,0.292,124,485,411,73,120,30,3,16,204,67,6,3,60,1,5,108,8,0.496,0.386,0.882,31,0.308,49,84,102,0.82,6,0.56,4.08,0.204,76.9,t1605,89,0.49,5
2016,김호령,5,0.267,124,514,453,72,121,18,3,8,169,41,13,2,36,0,10,104,7,0.373,0.333,0.706,32,0.221,29,114,116,0.98,1,0.35,3.85,0.106,57.4,t1605,100,0.49,5
2016,히메네스,4,0.308,135,579,523,101,161,36,0,26,275,102,1,6,39,2,10,67,8,0.526,0.363,0.889,40,0.304,62,117,184,0.64,7,0.58,3.67,0.218,95.9,t1604,55,0.5,4
2016,오지환,4,0.28,121,472,393,73,110,14,5,20,194,78,2,5,65,0,7,97,7,0.494,0.387,0.8809999999999999,29,0.266,39,101,90,1.12,3,0.67,4.22,0.214,77.3,t1604,71,0.5,4
2016,히메네스,4,0.308,135,579,523,101,161,36,0,26,275,102,1,6,39,2,10,67,8,0.526,0.363,0.889,40,0.304,62,117,184,0.64,7,0.58,3.67,0.218,95.9,t1604,80,0.5,4
2016,오지환,4,0.28,121,472,393,73,110,14,5,20,194,78,2,5,65,0,7,97,7,0.494,0.387,0.8809999999999999,29,0.266,39,101,90,1.12,3,0.67,4.22,0.214,77.3,t1604,96,0.5,4
2016,에반스,3,0.308,118,481,400,69,123,31,0,24,226,81,0,7,69,0,5,90,10,0.565,0.41,0.975,33,0.266,55,72,122,0.59,10,0.77,4.24,0.258,89.3,t1603,56,0.65,1
2016,허경민,3,0.28600000000000003,144,609,538,96,154,24,4,7,207,81,6,2,49,1,14,58,14,0.385,0.36,0.745,43,0.321,35,179,149,1.2,11,0.84,3.64,0.099,72.3,t1603,68,0.65,1
2016,오재원,3,0.272,122,484,416,68,113,18,1,5,148,58,3,6,54,1,5,82,10,0.35600000000000004,0.358,0.7140000000000001,25,0.33,24,119,108,1.1,6,0.66,4.08,0.084,55.5,t1603,73,0.65,1
2016,에반스,3,0.308,118,481,400,69,123,31,0,24,226,81,0,7,69,0,5,90,10,0.565,0.41,0.975,33,0.266,55,72,122,0.59,10,0.77,4.24,0.258,89.3,t1603,81,0.65,1
2016,허경민,3,0.28600000000000003,144,609,538,96,154,24,4,7,207,81,6,2,49,1,14,58,14,0.385,0.36,0.745,43,0.321,35,179,149,1.2,11,0.84,3.64,0.099,72.3,t1603,93,0.65,1
2016,오재원,3,0.272,122,484,416,68,113,18,1,5,148,58,3,6,54,1,5,82,10,0.35600000000000004,0.358,0.7140000000000001,25,0.33,24,119,108,1.1,6,0.66,4.08,0.084,55.5,t1603,98,0.65,1
2016,이승엽,8,0.303,142,623,542,91,164,32,2,27,281,118,0,8,65,1,8,89,7,0.518,0.38,0.898,47,0.33,61,130,167,0.78,13,0.73,3.86,0.21600000000000005,106.1,t1608,60,0.455,9
2016,박해민,8,0.3,141,641,564,109,169,26,12,4,231,61,22,3,49,2,3,87,6,0.41,0.35700000000000004,0.767,51,0.299,42,145,166,0.87,4,0.56,3.82,0.11,86.0,t1608,61,0.455,9
2016,백상원,8,0.28800000000000003,132,517,445,60,128,19,3,3,162,49,10,7,51,0,4,69,15,0.364,0.361,0.725,33,0.311,25,143,112,1.28,2,0.74,3.65,0.076,60.2,t1608,67,0.455,9
2016,이승엽,8,0.303,142,623,542,91,164,32,2,27,281,118,0,8,65,1,8,89,7,0.518,0.38,0.898,47,0.33,61,130,167,0.78,13,0.73,3.86,0.21600000000000005,106.1,t1608,85,0.455,9
